,Position,ø-Age,Market value,ø-Market value,Unnamed: 4,TeamName,Year,marketValue
2,Forward,2238,"9,80 Mill. €",754 Th. €,,Brighton,2011,9800000
3,Total:,2386,"19,48 Mill. €",464 Th. €,,Brighton,2011,19480000
0,Goalkeeper,2825,"1,75 Mill. €",438 Th. €,,Brighton,2012,1750000
1,Defender,2744,"8,25 Mill. €",917 Th. €,,Brighton,2012,8250000
2,Forward,2427,"11,80 Mill. €","1,07 Mill. €",,Brighton,2012,11800000
3,Total:,2542,"30,30 Mill. €",842 Th. €,,Brighton,2012,30300000
0,Goalkeeper,2850,"1,75 Mill. €",438 Th. €,,Brighton,2013,1750000
1,Defender,2756,"8,08 Mill. €",897 Th. €,,Brighton,2013,8080000
2,Forward,2467,"11,00 Mill. €",917 Th. €,,Brighton,2013,11000000
3,Total:,2572,"29,88 Mill. €",830 Th. €,,Brighton,2013,29880000
0,Goalkeeper,2800,"4,05 Mill. €","1,01 Mill. €",,Brighton,2014,4050000
1,Defender,2627,"5,73 Mill. €",520 Th. €,,Brighton,2014,5730000
2,Forward,2569,"18,80 Mill. €","1,45 Mill. €",,Brighton,2014,18800000
3,Total:,2507,"39,40 Mill. €",938 Th. €,,Brighton,2014,39400000
0,Goalkeeper,2825,"2,45 Mill. €",613 Th. €,,Brighton,2015,2450000
1,Defender,2700,"8,35 Mill. €",696 Th. €,,Brighton,2015,8350000
2,Forward,2458,"15,50 Mill. €","1,29 Mill. €",,Brighton,2015,15500000
3,Total:,2595,"34,15 Mill. €",923 Th. €,,Brighton,2015,34150000
0,Goalkeeper,2925,"2,15 Mill. €",538 Th. €,,Brighton,2016,2150000
1,Defender,2440,"13,65 Mill. €",910 Th. €,,Brighton,2016,13650000
2,Forward,2590,"19,50 Mill. €","1,95 Mill. €",,Brighton,2016,19500000
3,Total:,2547,"44,00 Mill. €","1,16 Mill. €",,Brighton,2016,44000000
0,Goalkeeper,2675,"8,00 Mill. €","2,00 Mill. €",,Brighton,2017,8000000
1,Defender,2810,"23,00 Mill. €","2,30 Mill. €",,Brighton,2017,23000000
2,Forward,2564,"50,25 Mill. €","4,57 Mill. €",,Brighton,2017,50250000
3,Total:,2572,"106,75 Mill. €","2,74 Mill. €",,Brighton,2017,106750000
0,Goalkeeper,2733,"10,25 Mill. €","3,42 Mill. €",,Brighton,2018,10250000
1,Defender,2900,"39,25 Mill. €","4,91 Mill. €",,Brighton,2018,39250000
2,Forward,2722,"55,00 Mill. €","6,11 Mill. €",,Brighton,2018,55000000
3,Total:,2710,"154,10 Mill. €","5,14 Mill. €",,Brighton,2018,154100000
0,Goalkeeper,2067,"1,00 Mill. €",333 Th. €,,Huddersfield,2005,1000000
1,Defender,2225,100 Th. €,13 Th. €,,Huddersfield,2005,100000
2,Forward,2480,400 Th. €,80 Th. €,,Huddersfield,2005,400000
3,Total:,2312,"1,50 Mill. €",58 Th. €,,Huddersfield,2005,1500000
0,Goalkeeper,2300,"1,10 Mill. €",367 Th. €,,Huddersfield,2006,1100000
1,Defender,2370,850 Th. €,85 Th. €,,Huddersfield,2006,850000
2,Forward,2429,"1,00 Mill. €",143 Th. €,,Huddersfield,2006,1000000
3,Total:,2316,"2,95 Mill. €",95 Th. €,,Huddersfield,2006,2950000
0,Goalkeeper,2100,150 Th. €,50 Th. €,,Huddersfield,2007,150000
1,Defender,2233,"1,50 Mill. €",125 Th. €,,Huddersfield,2007,1500000
2,Forward,2533,900 Th. €,150 Th. €,,Huddersfield,2007,900000
3,Total:,2288,"3,45 Mill. €",108 Th. €,,Huddersfield,2007,3450000
0,Goalkeeper,2200,150 Th. €,50 Th. €,,Huddersfield,2008,150000
1,Defender,2409,"3,65 Mill. €",332 Th. €,,Huddersfield,2008,3650000
2,Forward,2542,"4,50 Mill. €",375 Th. €,,Huddersfield,2008,4500000
3,Total:,2424,"8,95 Mill. €",263 Th. €,,Huddersfield,2008,8950000
0,Goalkeeper,2300,150 Th. €,50 Th. €,,Huddersfield,2009,150000
1,Defender,2236,"2,20 Mill. €",157 Th. €,,Huddersfield,2009,2200000
2,Forward,2033,"2,05 Mill. €",228 Th. €,,Huddersfield,2009,2050000
3,Total:,2166,"4,88 Mill. €",152 Th. €,,Huddersfield,2009,4880000
0,Goalkeeper,2750,"1,10 Mill. €",275 Th. €,,Huddersfield,2010,1100000
1,Defender,2321,"6,38 Mill. €",455 Th. €,,Huddersfield,2010,6380000
2,Forward,2186,"4,98 Mill. €",355 Th. €,,Huddersfield,2010,4980000
3,Total:,2351,"19,20 Mill. €",468 Th. €,,Huddersfield,2010,19200000
0,Goalkeeper,2700,600 Th. €,120 Th. €,,Huddersfield,2011,600000
1,Defender,2371,"3,90 Mill. €",279 Th. €,,Huddersfield,2011,3900000
2,Forward,2460,"3,43 Mill. €",343 Th. €,,Huddersfield,2011,3430000
3,Total:,2443,"12,88 Mill. €",322 Th. €,,Huddersfield,2011,12880000
0,Goalkeeper,2950,600 Th. €,150 Th. €,,Huddersfield,2012,600000
1,Defender,2223,"3,80 Mill. €",292 Th. €,,Huddersfield,2012,3800000
2,Forward,2229,"12,30 Mill. €",879 Th. €,,Huddersfield,2012,12300000
3,Total:,2309,"21,15 Mill. €",492 Th. €,,Huddersfield,2012,21150000
0,Goalkeeper,3200,550 Th. €,275 Th. €,,Huddersfield,2013,550000
1,Defender,2350,"4,83 Mill. €",402 Th. €,,Huddersfield,2013,4830000
2,Forward,2309,"5,65 Mill. €",514 Th. €,,Huddersfield,2013,5650000
3,Total:,2358,"14,83 Mill. €",449 Th. €,,Huddersfield,2013,14830000
0,Goalkeeper,2533,"1,25 Mill. €",417 Th. €,,Huddersfield,2014,1250000
1,Defender,2300,"6,50 Mill. €",406 Th. €,,Huddersfield,2014,6500000
2,Forward,2407,"9,60 Mill. €",686 Th. €,,Huddersfield,2014,9600000
3,Total:,2319,"23,10 Mill. €",537 Th. €,,Huddersfield,2014,23100000
0,Goalkeeper,2420,"1,65 Mill. €",330 Th. €,,Huddersfield,2015,1650000
1,Defender,2350,"4,20 Mill. €",350 Th. €,,Huddersfield,2015,4200000
2,Forward,2407,"12,25 Mill. €",875 Th. €,,Huddersfield,2015,12250000
3,Total:,2334,"22,75 Mill. €",555 Th. €,,Huddersfield,2015,22750000
0,Goalkeeper,2450,"1,88 Mill. €",469 Th. €,,Huddersfield,2016,1880000
1,Defender,2556,"5,15 Mill. €",572 Th. €,,Huddersfield,2016,5150000
2,Forward,2310,"8,35 Mill. €",835 Th. €,,Huddersfield,2016,8350000
3,Total:,2400,"19,00 Mill. €",594 Th. €,,Huddersfield,2016,19000000
0,Goalkeeper,2575,"2,25 Mill. €",563 Th. €,,Huddersfield,2017,2250000
1,Defender,2442,"24,00 Mill. €","2,00 Mill. €",,Huddersfield,2017,24000000
2,Forward,2489,"23,00 Mill. €","2,56 Mill. €",,Huddersfield,2017,23000000
3,Total:,2463,"64,40 Mill. €","1,84 Mill. €",,Huddersfield,2017,64400000
0,Goalkeeper,2475,"6,10 Mill. €","1,53 Mill. €",,Huddersfield,2018,6100000
1,Defender,2600,"36,50 Mill. €","3,65 Mill. €",,Huddersfield,2018,36500000
2,Forward,2475,"35,75 Mill. €","4,47 Mill. €",,Huddersfield,2018,35750000
3,Total:,2517,"108,85 Mill. €","3,75 Mill. €",,Huddersfield,2018,108850000
0,Goalkeeper,2683,"3,88 Mill. €",646 Th. €,,Wolves,2005,3880000
1,Defender,2342,"12,05 Mill. €","1,00 Mill. €",,Wolves,2005,12050000
2,Forward,2590,"18,35 Mill. €","1,84 Mill. €",,Wolves,2005,18350000
3,Total:,2524,"48,03 Mill. €","1,30 Mill. €",,Wolves,2005,48030000
0,Goalkeeper,2460,"1,25 Mill. €",250 Th. €,,Wolves,2006,1250000
1,Defender,2378,"15,05 Mill. €",836 Th. €,,Wolves,2006,15050000
2,Forward,2320,"11,58 Mill. €","1,16 Mill. €",,Wolves,2006,11580000
3,Total:,2323,"30,88 Mill. €",718 Th. €,,Wolves,2006,30880000
0,Goalkeeper,2300,"1,13 Mill. €",281 Th. €,,Wolves,2007,1130000
1,Defender,2400,"15,98 Mill. €",998 Th. €,,Wolves,2007,15980000
2,Forward,2210,"6,53 Mill. €",653 Th. €,,Wolves,2007,6530000
3,Total:,2278,"27,63 Mill. €",674 Th. €,,Wolves,2007,27630000
0,Goalkeeper,2683,"2,55 Mill. €",425 Th. €,,Wolves,2008,2550000
1,Defender,2425,"16,78 Mill. €","1,05 Mill. €",,Wolves,2008,16780000
2,Forward,2260,"10,15 Mill. €","1,02 Mill. €",,Wolves,2008,10150000
3,Total:,2395,"33,98 Mill. €",871 Th. €,,Wolves,2008,33980000
0,Goalkeeper,2750,"4,30 Mill. €","1,08 Mill. €",,Wolves,2009,4300000
1,Defender,2447,"22,35 Mill. €","1,49 Mill. €",,Wolves,2009,22350000
2,Forward,2218,"19,10 Mill. €","1,74 Mill. €",,Wolves,2009,19100000
3,Total:,2411,"59,70 Mill. €","1,61 Mill. €",,Wolves,2009,59700000
0,Goalkeeper,3000,"4,90 Mill. €","1,23 Mill. €",,Wolves,2010,4900000
1,Defender,2281,"25,95 Mill. €","1,62 Mill. €",,Wolves,2010,25950000
2,Forward,2308,"24,90 Mill. €","2,08 Mill. €",,Wolves,2010,24900000
3,Total:,2369,"76,80 Mill. €","1,83 Mill. €",,Wolves,2010,76800000
0,Goalkeeper,2633,"3,50 Mill. €","1,17 Mill. €",,Wolves,2011,3500000
1,Defender,2500,"32,00 Mill. €","2,91 Mill. €",,Wolves,2011,32000000
2,Forward,2325,"25,75 Mill. €","2,15 Mill. €",,Wolves,2011,25750000
3,Total:,2400,"83,50 Mill. €","2,26 Mill. €",,Wolves,2011,83500000
0,Goalkeeper,2483,"7,65 Mill. €","1,28 Mill. €",,Wolves,2012,7650000
1,Defender,2324,"25,15 Mill. €","1,20 Mill. €",,Wolves,2012,25150000
2,Forward,2283,"38,25 Mill. €","2,13 Mill. €",,Wolves,2012,38250000
3,Total:,2325,"88,30 Mill. €","1,55 Mill. €",,Wolves,2012,88300000
0,Goalkeeper,2300,"4,50 Mill. €","1,13 Mill. €",,Wolves,2013,4500000
1,Defender,2308,"9,00 Mill. €",692 Th. €,,Wolves,2013,9000000
2,Forward,2207,"16,75 Mill. €","1,20 Mill. €",,Wolves,2013,16750000
3,Total:,2248,"39,00 Mill. €",975 Th. €,,Wolves,2013,39000000
0,Goalkeeper,2525,"1,80 Mill. €",450 Th. €,,Wolves,2014,1800000
1,Defender,2300,"4,30 Mill. €",430 Th. €,,Wolves,2014,4300000
2,Forward,2312,"17,68 Mill. €","1,04 Mill. €",,Wolves,2014,17680000
3,Total:,2332,"26,38 Mill. €",713 Th. €,,Wolves,2014,26380000
0,Goalkeeper,2350,"1,85 Mill. €",463 Th. €,,Wolves,2015,1850000
1,Defender,2283,"7,70 Mill. €",642 Th. €,,Wolves,2015,7700000
2,Forward,2271,"14,75 Mill. €",868 Th. €,,Wolves,2015,14750000
3,Total:,2281,"29,70 Mill. €",691 Th. €,,Wolves,2015,29700000
0,Goalkeeper,2400,"1,30 Mill. €",260 Th. €,,Wolves,2016,1300000
1,Defender,2333,"11,25 Mill. €",938 Th. €,,Wolves,2016,11250000
2,Forward,2231,"29,15 Mill. €","1,82 Mill. €",,Wolves,2016,29150000
3,Total:,2295,"52,40 Mill. €","1,19 Mill. €",,Wolves,2016,52400000
0,Goalkeeper,2460,"4,05 Mill. €",810 Th. €,,Wolves,2017,4050000
1,Defender,2327,"17,93 Mill. €","1,20 Mill. €",,Wolves,2017,17930000
2,Forward,2179,"42,63 Mill. €","3,04 Mill. €",,Wolves,2017,42630000
3,Total:,2289,"86,85 Mill. €","1,97 Mill. €",,Wolves,2017,86850000
0,Goalkeeper,2740,"19,75 Mill. €","3,95 Mill. €",,Wolves,2018,19750000
1,Defender,2483,"20,10 Mill. €","1,68 Mill. €",,Wolves,2018,20100000
2,Forward,2410,"55,70 Mill. €","5,57 Mill. €",,Wolves,2018,55700000
3,Total:,2470,"127,30 Mill. €","3,86 Mill. €",,Wolves,2018,127300000
0,Goalkeeper,2975,"2,05 Mill. €",513 Th. €,,Burnley,2005,2050000
1,Defender,2478,"3,88 Mill. €",431 Th. €,,Burnley,2005,3880000
2,Forward,1989,"5,15 Mill. €",572 Th. €,,Burnley,2005,5150000
3,Total:,2455,"14,08 Mill. €",454 Th. €,,Burnley,2005,14080000
0,Goalkeeper,3233,"1,90 Mill. €",633 Th. €,,Burnley,2006,1900000
1,Defender,2875,"4,90 Mill. €",613 Th. €,,Burnley,2006,4900000
2,Forward,2667,"5,45 Mill. €",908 Th. €,,Burnley,2006,5450000
3,Total:,2781,"20,70 Mill. €",767 Th. €,,Burnley,2006,20700000
0,Goalkeeper,2667,"3,20 Mill. €","1,07 Mill. €",,Burnley,2007,3200000
1,Defender,2900,"10,75 Mill. €","1,08 Mill. €",,Burnley,2007,10750000
2,Forward,2675,"11,05 Mill. €","1,38 Mill. €",,Burnley,2007,11050000
3,Total:,2632,"32,48 Mill. €","1,05 Mill. €",,Burnley,2007,32480000
0,Goalkeeper,2850,800 Th. €,400 Th. €,,Burnley,2008,800000
1,Defender,2833,"7,75 Mill. €",861 Th. €,,Burnley,2008,7750000
2,Forward,2529,"9,93 Mill. €","1,42 Mill. €",,Burnley,2008,9930000
3,Total:,2604,"25,13 Mill. €","1,01 Mill. €",,Burnley,2008,25130000
0,Goalkeeper,2967,"2,80 Mill. €",933 Th. €,,Burnley,2009,2800000
1,Defender,2685,"14,20 Mill. €","1,09 Mill. €",,Burnley,2009,14200000
2,Forward,2356,"15,50 Mill. €","1,72 Mill. €",,Burnley,2009,15500000
3,Total:,2503,"38,45 Mill. €","1,17 Mill. €",,Burnley,2009,38450000
0,Goalkeeper,2933,"3,00 Mill. €","1,00 Mill. €",,Burnley,2010,3000000
1,Defender,2479,"14,65 Mill. €","1,05 Mill. €",,Burnley,2010,14650000
2,Forward,2230,"9,68 Mill. €",968 Th. €,,Burnley,2010,9680000
3,Total:,2379,"39,23 Mill. €","1,03 Mill. €",,Burnley,2010,39230000
0,Goalkeeper,2867,"2,05 Mill. €",683 Th. €,,Burnley,2011,2050000
1,Defender,2483,"10,50 Mill. €",875 Th. €,,Burnley,2011,10500000
2,Forward,2025,"10,20 Mill. €",850 Th. €,,Burnley,2011,10200000
3,Total:,2300,"32,65 Mill. €",859 Th. €,,Burnley,2011,32650000
0,Goalkeeper,2967,"1,05 Mill. €",350 Th. €,,Burnley,2012,1050000
1,Defender,2282,"5,35 Mill. €",486 Th. €,,Burnley,2012,5350000
2,Forward,2111,"7,15 Mill. €",794 Th. €,,Burnley,2012,7150000
3,Total:,2329,"21,85 Mill. €",643 Th. €,,Burnley,2012,21850000
0,Goalkeeper,2500,625 Th. €,208 Th. €,,Burnley,2013,625000
1,Defender,2420,"6,65 Mill. €",665 Th. €,,Burnley,2013,6650000
2,Forward,2229,"8,00 Mill. €","1,14 Mill. €",,Burnley,2013,8000000
3,Total:,2431,"23,33 Mill. €",804 Th. €,,Burnley,2013,23330000
0,Goalkeeper,2833,"2,05 Mill. €",683 Th. €,,Burnley,2014,2050000
1,Defender,2573,"9,40 Mill. €",855 Th. €,,Burnley,2014,9400000
2,Forward,2343,"11,50 Mill. €","1,64 Mill. €",,Burnley,2014,11500000
3,Total:,2553,"36,75 Mill. €","1,23 Mill. €",,Burnley,2014,36750000
0,Goalkeeper,2720,"3,40 Mill. €",680 Th. €,,Burnley,2015,3400000
1,Defender,2450,"9,00 Mill. €",750 Th. €,,Burnley,2015,9000000
2,Forward,2440,"16,10 Mill. €","1,61 Mill. €",,Burnley,2015,16100000
3,Total:,2600,"44,00 Mill. €","1,26 Mill. €",,Burnley,2015,44000000
0,Goalkeeper,3000,"3,45 Mill. €","1,15 Mill. €",,Burnley,2016,3450000
1,Defender,2500,"19,60 Mill. €","1,96 Mill. €",,Burnley,2016,19600000
2,Forward,2392,"28,50 Mill. €","2,38 Mill. €",,Burnley,2016,28500000
3,Total:,2564,"81,80 Mill. €","2,27 Mill. €",,Burnley,2016,81800000
0,Goalkeeper,2975,"6,00 Mill. €","1,50 Mill. €",,Burnley,2017,6000000
1,Defender,2729,"19,00 Mill. €","2,71 Mill. €",,Burnley,2017,19000000
2,Forward,2560,"36,00 Mill. €","3,60 Mill. €",,Burnley,2017,36000000
3,Total:,2680,"96,85 Mill. €","3,23 Mill. €",,Burnley,2017,96850000
0,Goalkeeper,3075,"14,75 Mill. €","3,69 Mill. €",,Burnley,2018,14750000
1,Defender,2829,"42,00 Mill. €","6,00 Mill. €",,Burnley,2018,42000000
2,Forward,2886,"53,50 Mill. €","7,64 Mill. €",,Burnley,2018,53500000
3,Total:,2842,"156,75 Mill. €","6,53 Mill. €",,Burnley,2018,156750000
0,Goalkeeper,2700,-,-,,Blackpool,2005,-
1,Defender,2667,850 Th. €,71 Th. €,,Blackpool,2005,850000
2,Forward,2338,"1,80 Mill. €",225 Th. €,,Blackpool,2005,1800000
3,Total:,2405,"3,70 Mill. €",97 Th. €,,Blackpool,2005,3700000
0,Goalkeeper,2300,"1,95 Mill. €",325 Th. €,,Blackpool,2006,1950000
1,Defender,2317,975 Th. €,81 Th. €,,Blackpool,2006,975000
2,Forward,2414,850 Th. €,121 Th. €,,Blackpool,2006,850000
3,Total:,2367,"5,40 Mill. €",150 Th. €,,Blackpool,2006,5400000
0,Goalkeeper,2343,"3,49 Mill. €",498 Th. €,,Blackpool,2007,3490000
1,Defender,2492,"2,64 Mill. €",203 Th. €,,Blackpool,2007,2640000
2,Forward,2633,"4,35 Mill. €",363 Th. €,,Blackpool,2007,4350000
3,Total:,2485,"12,55 Mill. €",306 Th. €,,Blackpool,2007,12550000
0,Goalkeeper,2367,750 Th. €,250 Th. €,,Blackpool,2008,750000
1,Defender,2383,"7,20 Mill. €",600 Th. €,,Blackpool,2008,7200000
2,Forward,2368,"9,90 Mill. €",521 Th. €,,Blackpool,2008,9900000
3,Total:,2406,"27,98 Mill. €",595 Th. €,,Blackpool,2008,27980000
0,Goalkeeper,2467,"1,25 Mill. €",417 Th. €,,Blackpool,2009,1250000
1,Defender,2364,"6,50 Mill. €",591 Th. €,,Blackpool,2009,6500000
2,Forward,2500,"11,03 Mill. €",848 Th. €,,Blackpool,2009,11030000
3,Total:,2417,"23,78 Mill. €",660 Th. €,,Blackpool,2009,23780000
0,Goalkeeper,2520,"1,80 Mill. €",360 Th. €,,Blackpool,2010,1800000
1,Defender,2150,"7,90 Mill. €",564 Th. €,,Blackpool,2010,7900000
2,Forward,2586,"16,55 Mill. €","1,18 Mill. €",,Blackpool,2010,16550000
3,Total:,2316,"38,10 Mill. €",847 Th. €,,Blackpool,2010,38100000
0,Goalkeeper,2300,"1,30 Mill. €",325 Th. €,,Blackpool,2011,1300000
1,Defender,2393,"11,38 Mill. €",813 Th. €,,Blackpool,2011,11380000
2,Forward,2506,"11,95 Mill. €",703 Th. €,,Blackpool,2011,11950000
3,Total:,2411,"35,88 Mill. €",797 Th. €,,Blackpool,2011,35880000
0,Goalkeeper,2367,"1,25 Mill. €",417 Th. €,,Blackpool,2012,1250000
1,Defender,2373,"9,83 Mill. €",655 Th. €,,Blackpool,2012,9830000
2,Forward,2276,"11,05 Mill. €",650 Th. €,,Blackpool,2012,11050000
3,Total:,2307,"28,78 Mill. €",639 Th. €,,Blackpool,2012,28780000
0,Goalkeeper,3100,"1,33 Mill. €",442 Th. €,,Blackpool,2013,1330000
1,Defender,2357,"7,65 Mill. €",546 Th. €,,Blackpool,2013,7650000
2,Forward,2428,"21,45 Mill. €","1,19 Mill. €",,Blackpool,2013,21450000
3,Total:,2451,"35,30 Mill. €",751 Th. €,,Blackpool,2013,35300000
0,Goalkeeper,2075,550 Th. €,138 Th. €,,Blackpool,2014,550000
1,Defender,2481,"6,98 Mill. €",332 Th. €,,Blackpool,2014,6980000
2,Forward,2331,"11,60 Mill. €",725 Th. €,,Blackpool,2014,11600000
3,Total:,2358,"24,13 Mill. €",439 Th. €,,Blackpool,2014,24130000
0,Goalkeeper,2425,560 Th. €,140 Th. €,,Blackpool,2015,560000
1,Defender,2180,800 Th. €,80 Th. €,,Blackpool,2015,800000
2,Forward,2360,"1,58 Mill. €",158 Th. €,,Blackpool,2015,1580000
3,Total:,2291,"4,06 Mill. €",119 Th. €,,Blackpool,2015,4060000
0,Goalkeeper,2450,375 Th. €,94 Th. €,,Blackpool,2016,375000
1,Defender,2490,"1,25 Mill. €",125 Th. €,,Blackpool,2016,1250000
2,Forward,2500,"2,00 Mill. €",200 Th. €,,Blackpool,2016,2000000
3,Total:,2397,"5,55 Mill. €",150 Th. €,,Blackpool,2016,5550000
0,Goalkeeper,2460,725 Th. €,145 Th. €,,Blackpool,2017,725000
1,Defender,2490,975 Th. €,98 Th. €,,Blackpool,2017,975000
2,Forward,2408,"1,98 Mill. €",165 Th. €,,Blackpool,2017,1980000
3,Total:,2330,"5,50 Mill. €",149 Th. €,,Blackpool,2017,5500000
0,Goalkeeper,2500,425 Th. €,142 Th. €,,Blackpool,2018,425000
1,Defender,2410,"1,18 Mill. €",118 Th. €,,Blackpool,2018,1180000
2,Forward,2500,"1,20 Mill. €",200 Th. €,,Blackpool,2018,1200000
3,Total:,2381,"4,18 Mill. €",155 Th. €,,Blackpool,2018,4180000
