,Position,ø-Age,Market value,ø-Market value,Unnamed: 4,TeamName,Year,marketValue
2,Forward,2445,"35,10 Mill. €","3,19 Mill. €",,Birmingham,2008,35100000
3,Total:,2490,"81,95 Mill. €","2,10 Mill. €",,Birmingham,2008,81950000
0,Goalkeeper,2550,"8,60 Mill. €","2,15 Mill. €",,Birmingham,2009,8600000
1,Defender,2636,"12,85 Mill. €","1,17 Mill. €",,Birmingham,2009,12850000
2,Forward,2456,"20,25 Mill. €","2,25 Mill. €",,Birmingham,2009,20250000
3,Total:,2553,"63,50 Mill. €","1,76 Mill. €",,Birmingham,2009,63500000
0,Goalkeeper,3000,"4,05 Mill. €","1,35 Mill. €",,Birmingham,2010,4050000
1,Defender,2600,"25,25 Mill. €","2,53 Mill. €",,Birmingham,2010,25250000
2,Forward,2560,"34,70 Mill. €","3,47 Mill. €",,Birmingham,2010,34700000
3,Total:,2582,"102,90 Mill. €","3,03 Mill. €",,Birmingham,2010,102900000
0,Goalkeeper,2400,"2,25 Mill. €",750 Th. €,,Birmingham,2011,2250000
1,Defender,2453,"26,33 Mill. €","1,76 Mill. €",,Birmingham,2011,26330000
2,Forward,2309,"17,45 Mill. €","1,59 Mill. €",,Birmingham,2011,17450000
3,Total:,2363,"58,60 Mill. €","1,43 Mill. €",,Birmingham,2011,58600000
0,Goalkeeper,2425,"1,75 Mill. €",438 Th. €,,Birmingham,2012,1750000
1,Defender,2447,"10,85 Mill. €",723 Th. €,,Birmingham,2012,10850000
2,Forward,2350,"9,00 Mill. €",750 Th. €,,Birmingham,2012,9000000
3,Total:,2413,"31,10 Mill. €",691 Th. €,,Birmingham,2012,31100000
0,Goalkeeper,2400,"1,20 Mill. €",400 Th. €,,Birmingham,2013,1200000
1,Defender,2364,"7,60 Mill. €",543 Th. €,,Birmingham,2013,7600000
2,Forward,2400,"5,33 Mill. €",533 Th. €,,Birmingham,2013,5330000
3,Total:,2358,"20,23 Mill. €",470 Th. €,,Birmingham,2013,20230000
0,Goalkeeper,2325,"1,05 Mill. €",263 Th. €,,Birmingham,2014,1050000
1,Defender,2393,"6,33 Mill. €",422 Th. €,,Birmingham,2014,6330000
2,Forward,2520,"5,55 Mill. €",555 Th. €,,Birmingham,2014,5550000
3,Total:,2423,"17,33 Mill. €",433 Th. €,,Birmingham,2014,17330000
0,Goalkeeper,2667,"1,00 Mill. €",333 Th. €,,Birmingham,2015,1000000
1,Defender,2755,"7,30 Mill. €",664 Th. €,,Birmingham,2015,7300000
2,Forward,2415,"13,60 Mill. €","1,05 Mill. €",,Birmingham,2015,13600000
3,Total:,2477,"26,33 Mill. €",675 Th. €,,Birmingham,2015,26330000
0,Goalkeeper,2767,"1,00 Mill. €",333 Th. €,,Birmingham,2016,1000000
1,Defender,2531,"9,20 Mill. €",708 Th. €,,Birmingham,2016,9200000
2,Forward,2383,"11,45 Mill. €",954 Th. €,,Birmingham,2016,11450000
3,Total:,2465,"29,75 Mill. €",744 Th. €,,Birmingham,2016,29750000
0,Goalkeeper,2900,"2,75 Mill. €",917 Th. €,,Birmingham,2017,2750000
1,Defender,2469,"14,40 Mill. €",900 Th. €,,Birmingham,2017,14400000
2,Forward,2464,"10,15 Mill. €",923 Th. €,,Birmingham,2017,10150000
3,Total:,2498,"43,05 Mill. €",978 Th. €,,Birmingham,2017,43050000
0,Goalkeeper,3400,"2,50 Mill. €","1,25 Mill. €",,Birmingham,2018,2500000
1,Defender,2533,"10,50 Mill. €","1,17 Mill. €",,Birmingham,2018,10500000
2,Forward,2550,"11,30 Mill. €","1,41 Mill. €",,Birmingham,2018,11300000
3,Total:,2700,"31,05 Mill. €","1,29 Mill. €",,Birmingham,2018,31050000
0,Goalkeeper,2633,"6,05 Mill. €","2,02 Mill. €",,West Brom,2005,6050000
1,Defender,2489,"9,65 Mill. €","1,07 Mill. €",,West Brom,2005,9650000
2,Forward,2614,"16,50 Mill. €","2,36 Mill. €",,West Brom,2005,16500000
3,Total:,2529,"55,05 Mill. €","1,78 Mill. €",,West Brom,2005,55050000
0,Goalkeeper,2767,"8,05 Mill. €","1,34 Mill. €",,West Brom,2006,8050000
1,Defender,2450,"20,05 Mill. €","2,01 Mill. €",,West Brom,2006,20050000
2,Forward,2443,"15,45 Mill. €","2,21 Mill. €",,West Brom,2006,15450000
3,Total:,2509,"66,20 Mill. €","1,89 Mill. €",,West Brom,2006,66200000
0,Goalkeeper,2500,"2,20 Mill. €",550 Th. €,,West Brom,2007,2200000
1,Defender,2518,"19,95 Mill. €","1,81 Mill. €",,West Brom,2007,19950000
2,Forward,2390,"15,65 Mill. €","1,57 Mill. €",,West Brom,2007,15650000
3,Total:,2436,"52,70 Mill. €","1,60 Mill. €",,West Brom,2007,52700000
0,Goalkeeper,2500,"6,45 Mill. €","2,15 Mill. €",,West Brom,2008,6450000
1,Defender,2527,"21,55 Mill. €","1,96 Mill. €",,West Brom,2008,21550000
2,Forward,2300,"17,45 Mill. €","1,59 Mill. €",,West Brom,2008,17450000
3,Total:,2386,"65,90 Mill. €","1,88 Mill. €",,West Brom,2008,65900000
0,Goalkeeper,2475,"5,55 Mill. €","1,39 Mill. €",,West Brom,2009,5550000
1,Defender,2408,"22,78 Mill. €","1,75 Mill. €",,West Brom,2009,22780000
2,Forward,2160,"13,80 Mill. €",920 Th. €,,West Brom,2009,13800000
3,Total:,2233,"65,03 Mill. €","1,35 Mill. €",,West Brom,2009,65030000
0,Goalkeeper,2800,"7,98 Mill. €","1,99 Mill. €",,West Brom,2010,7980000
1,Defender,2480,"34,35 Mill. €","2,29 Mill. €",,West Brom,2010,34350000
2,Forward,2327,"27,70 Mill. €","2,52 Mill. €",,West Brom,2010,27700000
3,Total:,2424,"85,03 Mill. €","2,30 Mill. €",,West Brom,2010,85030000
0,Goalkeeper,2633,"7,38 Mill. €","2,46 Mill. €",,West Brom,2011,7380000
1,Defender,2571,"29,75 Mill. €","2,13 Mill. €",,West Brom,2011,29750000
2,Forward,2400,"18,25 Mill. €","2,03 Mill. €",,West Brom,2011,18250000
3,Total:,2500,"81,38 Mill. €","2,26 Mill. €",,West Brom,2011,81380000
0,Goalkeeper,2733,"7,25 Mill. €","2,42 Mill. €",,West Brom,2012,7250000
1,Defender,2591,"19,80 Mill. €","1,80 Mill. €",,West Brom,2012,19800000
2,Forward,2350,"34,50 Mill. €","3,45 Mill. €",,West Brom,2012,34500000
3,Total:,2503,"83,05 Mill. €","2,60 Mill. €",,West Brom,2012,83050000
0,Goalkeeper,2825,"8,50 Mill. €","2,13 Mill. €",,West Brom,2013,8500000
1,Defender,2710,"18,20 Mill. €","1,82 Mill. €",,West Brom,2013,18200000
2,Forward,2489,"22,50 Mill. €","2,50 Mill. €",,West Brom,2013,22500000
3,Total:,2624,"93,20 Mill. €","2,82 Mill. €",,West Brom,2013,93200000
0,Goalkeeper,2480,"6,25 Mill. €","1,25 Mill. €",,West Brom,2014,6250000
1,Defender,2600,"20,15 Mill. €","2,24 Mill. €",,West Brom,2014,20150000
2,Forward,2311,"28,50 Mill. €","3,17 Mill. €",,West Brom,2014,28500000
3,Total:,2553,"100,60 Mill. €","2,96 Mill. €",,West Brom,2014,100600000
0,Goalkeeper,2660,"6,50 Mill. €","1,30 Mill. €",,West Brom,2015,6500000
1,Defender,2744,"23,00 Mill. €","2,56 Mill. €",,West Brom,2015,23000000
2,Forward,2330,"54,50 Mill. €","5,45 Mill. €",,West Brom,2015,54500000
3,Total:,2540,"117,00 Mill. €","3,34 Mill. €",,West Brom,2015,117000000
0,Goalkeeper,2650,"6,10 Mill. €","1,53 Mill. €",,West Brom,2016,6100000
1,Defender,2700,"24,50 Mill. €","2,72 Mill. €",,West Brom,2016,24500000
2,Forward,2544,"62,00 Mill. €","6,89 Mill. €",,West Brom,2016,62000000
3,Total:,2627,"115,10 Mill. €","3,84 Mill. €",,West Brom,2016,115100000
0,Goalkeeper,2933,"5,50 Mill. €","1,83 Mill. €",,West Brom,2017,5500000
1,Defender,2473,"30,10 Mill. €","2,74 Mill. €",,West Brom,2017,30100000
2,Forward,2382,"83,15 Mill. €","7,56 Mill. €",,West Brom,2017,83150000
3,Total:,2545,"165,50 Mill. €","5,02 Mill. €",,West Brom,2017,165500000
0,Goalkeeper,2500,"2,90 Mill. €","1,45 Mill. €",,West Brom,2018,2900000
1,Defender,2800,"32,00 Mill. €","6,40 Mill. €",,West Brom,2018,32000000
2,Forward,2571,"63,00 Mill. €","9,00 Mill. €",,West Brom,2018,63000000
3,Total:,2674,"112,65 Mill. €","5,93 Mill. €",,West Brom,2018,112650000
0,Goalkeeper,2800,"8,45 Mill. €","4,23 Mill. €",,Tottenham,2005,8450000
1,Defender,2530,"37,63 Mill. €","3,76 Mill. €",,Tottenham,2005,37630000
2,Forward,2238,"45,60 Mill. €","5,70 Mill. €",,Tottenham,2005,45600000
3,Total:,2447,"145,50 Mill. €","4,85 Mill. €",,Tottenham,2005,145500000
0,Goalkeeper,2420,"10,25 Mill. €","2,05 Mill. €",,Tottenham,2006,10250000
1,Defender,2315,"44,98 Mill. €","3,46 Mill. €",,Tottenham,2006,44980000
2,Forward,2144,"54,53 Mill. €","6,06 Mill. €",,Tottenham,2006,54530000
3,Total:,2303,"166,90 Mill. €","4,39 Mill. €",,Tottenham,2006,166900000
0,Goalkeeper,2500,"9,83 Mill. €","2,46 Mill. €",,Tottenham,2007,9830000
1,Defender,2313,"66,13 Mill. €","4,13 Mill. €",,Tottenham,2007,66130000
2,Forward,2257,"71,00 Mill. €","10,14 Mill. €",,Tottenham,2007,71000000
3,Total:,2341,"196,98 Mill. €","5,32 Mill. €",,Tottenham,2007,196980000
0,Goalkeeper,2700,"13,00 Mill. €","2,60 Mill. €",,Tottenham,2008,13000000
1,Defender,2308,"63,00 Mill. €","5,25 Mill. €",,Tottenham,2008,63000000
2,Forward,2182,"101,65 Mill. €","9,24 Mill. €",,Tottenham,2008,101650000
3,Total:,2274,"249,45 Mill. €","5,80 Mill. €",,Tottenham,2008,249450000
0,Goalkeeper,2800,"10,45 Mill. €","2,09 Mill. €",,Tottenham,2009,10450000
1,Defender,2300,"69,10 Mill. €","4,94 Mill. €",,Tottenham,2009,69100000
2,Forward,2264,"87,50 Mill. €","7,95 Mill. €",,Tottenham,2009,87500000
3,Total:,2327,"249,20 Mill. €","6,08 Mill. €",,Tottenham,2009,249200000
0,Goalkeeper,2800,"14,08 Mill. €","2,82 Mill. €",,Tottenham,2010,14080000
1,Defender,2429,"90,33 Mill. €","6,45 Mill. €",,Tottenham,2010,90330000
2,Forward,2478,"89,00 Mill. €","9,89 Mill. €",,Tottenham,2010,89000000
3,Total:,2468,"296,00 Mill. €","7,79 Mill. €",,Tottenham,2010,296000000
0,Goalkeeper,3567,"14,00 Mill. €","4,67 Mill. €",,Tottenham,2011,14000000
1,Defender,2406,"68,85 Mill. €","4,30 Mill. €",,Tottenham,2011,68850000
2,Forward,2387,"126,10 Mill. €","8,41 Mill. €",,Tottenham,2011,126100000
3,Total:,2416,"316,10 Mill. €","6,32 Mill. €",,Tottenham,2011,316100000
0,Goalkeeper,3080,"22,50 Mill. €","4,50 Mill. €",,Tottenham,2012,22500000
1,Defender,2427,"83,80 Mill. €","7,62 Mill. €",,Tottenham,2012,83800000
2,Forward,2273,"108,63 Mill. €","9,88 Mill. €",,Tottenham,2012,108630000
3,Total:,2446,"311,53 Mill. €","7,60 Mill. €",,Tottenham,2012,311530000
0,Goalkeeper,3000,"17,00 Mill. €","4,25 Mill. €",,Tottenham,2013,17000000
1,Defender,2208,"77,00 Mill. €","6,42 Mill. €",,Tottenham,2013,77000000
2,Forward,2364,"102,00 Mill. €","9,27 Mill. €",,Tottenham,2013,102000000
3,Total:,2283,"296,00 Mill. €","7,22 Mill. €",,Tottenham,2013,296000000
0,Goalkeeper,2780,"24,00 Mill. €","4,80 Mill. €",,Tottenham,2014,24000000
1,Defender,2380,"94,05 Mill. €","6,27 Mill. €",,Tottenham,2014,94050000
2,Forward,2438,"87,80 Mill. €","10,98 Mill. €",,Tottenham,2014,87800000
3,Total:,2369,"298,25 Mill. €","7,10 Mill. €",,Tottenham,2014,298250000
0,Goalkeeper,2600,"25,00 Mill. €","8,33 Mill. €",,Tottenham,2015,25000000
1,Defender,2318,"84,00 Mill. €","7,64 Mill. €",,Tottenham,2015,84000000
2,Forward,2250,"76,00 Mill. €","12,67 Mill. €",,Tottenham,2015,76000000
3,Total:,2271,"253,75 Mill. €","8,19 Mill. €",,Tottenham,2015,253750000
0,Goalkeeper,2380,"30,50 Mill. €","6,10 Mill. €",,Tottenham,2016,30500000
1,Defender,2391,"108,00 Mill. €","9,82 Mill. €",,Tottenham,2016,108000000
2,Forward,2067,"110,00 Mill. €","12,22 Mill. €",,Tottenham,2016,110000000
3,Total:,2266,"385,50 Mill. €","10,14 Mill. €",,Tottenham,2016,385500000
0,Goalkeeper,2650,"29,00 Mill. €","7,25 Mill. €",,Tottenham,2017,29000000
1,Defender,2373,"147,75 Mill. €","13,43 Mill. €",,Tottenham,2017,147750000
2,Forward,2388,"179,00 Mill. €","22,38 Mill. €",,Tottenham,2017,179000000
3,Total:,2374,"535,35 Mill. €","15,75 Mill. €",,Tottenham,2017,535350000
0,Goalkeeper,3033,"33,50 Mill. €","11,17 Mill. €",,Tottenham,2018,33500000
1,Defender,2480,"226,00 Mill. €","22,60 Mill. €",,Tottenham,2018,226000000
2,Forward,2586,"271,00 Mill. €","38,71 Mill. €",,Tottenham,2018,271000000
3,Total:,2575,"834,50 Mill. €","29,80 Mill. €",,Tottenham,2018,834500000
0,Goalkeeper,3100,"3,25 Mill. €","1,63 Mill. €",,Blackburn,2005,3250000
1,Defender,2770,"27,25 Mill. €","2,73 Mill. €",,Blackburn,2005,27250000
2,Forward,2640,"13,00 Mill. €","2,60 Mill. €",,Blackburn,2005,13000000
3,Total:,2670,"70,70 Mill. €","2,62 Mill. €",,Blackburn,2005,70700000
0,Goalkeeper,2933,"3,60 Mill. €","1,20 Mill. €",,Blackburn,2006,3600000
1,Defender,2614,"25,95 Mill. €","1,85 Mill. €",,Blackburn,2006,25950000
2,Forward,2650,"20,40 Mill. €","3,40 Mill. €",,Blackburn,2006,20400000
3,Total:,2635,"74,10 Mill. €","2,39 Mill. €",,Blackburn,2006,74100000
0,Goalkeeper,2600,"5,30 Mill. €","1,06 Mill. €",,Blackburn,2007,5300000
1,Defender,2462,"19,45 Mill. €","1,50 Mill. €",,Blackburn,2007,19450000
2,Forward,2343,"14,05 Mill. €","2,01 Mill. €",,Blackburn,2007,14050000
3,Total:,2447,"69,20 Mill. €","1,82 Mill. €",,Blackburn,2007,69200000
0,Goalkeeper,2567,"5,60 Mill. €","1,87 Mill. €",,Blackburn,2008,5600000
1,Defender,2475,"31,25 Mill. €","2,60 Mill. €",,Blackburn,2008,31250000
2,Forward,2657,"30,75 Mill. €","4,39 Mill. €",,Blackburn,2008,30750000
3,Total:,2514,"95,05 Mill. €","2,64 Mill. €",,Blackburn,2008,95050000
0,Goalkeeper,2525,"5,65 Mill. €","1,41 Mill. €",,Blackburn,2009,5650000
1,Defender,2538,"30,50 Mill. €","2,35 Mill. €",,Blackburn,2009,30500000
2,Forward,2500,"25,10 Mill. €","3,59 Mill. €",,Blackburn,2009,25100000
3,Total:,2529,"90,30 Mill. €","2,58 Mill. €",,Blackburn,2009,90300000
0,Goalkeeper,2625,"6,05 Mill. €","1,51 Mill. €",,Blackburn,2010,6050000
1,Defender,2670,"23,30 Mill. €","2,33 Mill. €",,Blackburn,2010,23300000
2,Forward,2629,"29,50 Mill. €","4,21 Mill. €",,Blackburn,2010,29500000
3,Total:,2505,"95,10 Mill. €","2,57 Mill. €",,Blackburn,2010,95100000
0,Goalkeeper,2450,"5,55 Mill. €","1,39 Mill. €",,Blackburn,2011,5550000
1,Defender,2558,"25,05 Mill. €","2,09 Mill. €",,Blackburn,2011,25050000
2,Forward,2388,"30,70 Mill. €","3,84 Mill. €",,Blackburn,2011,30700000
3,Total:,2443,"90,70 Mill. €","2,45 Mill. €",,Blackburn,2011,90700000
0,Goalkeeper,2367,"3,95 Mill. €",658 Th. €,,Blackburn,2012,3950000
1,Defender,2182,"16,50 Mill. €",971 Th. €,,Blackburn,2012,16500000
2,Forward,2307,"22,15 Mill. €","1,58 Mill. €",,Blackburn,2012,22150000
3,Total:,2313,"71,65 Mill. €","1,30 Mill. €",,Blackburn,2012,71650000
0,Goalkeeper,2633,"1,60 Mill. €",533 Th. €,,Blackburn,2013,1600000
1,Defender,2292,"11,35 Mill. €",946 Th. €,,Blackburn,2013,11350000
2,Forward,2354,"20,00 Mill. €","1,54 Mill. €",,Blackburn,2013,20000000
3,Total:,2388,"46,10 Mill. €","1,12 Mill. €",,Blackburn,2013,46100000
0,Goalkeeper,2460,"3,05 Mill. €",610 Th. €,,Blackburn,2014,3050000
1,Defender,2275,"8,95 Mill. €",746 Th. €,,Blackburn,2014,8950000
2,Forward,2470,"16,85 Mill. €","1,69 Mill. €",,Blackburn,2014,16850000
3,Total:,2408,"40,45 Mill. €","1,06 Mill. €",,Blackburn,2014,40450000
0,Goalkeeper,2300,"1,25 Mill. €",417 Th. €,,Blackburn,2015,1250000
1,Defender,2420,"8,15 Mill. €",815 Th. €,,Blackburn,2015,8150000
2,Forward,2473,"18,35 Mill. €","1,67 Mill. €",,Blackburn,2015,18350000
3,Total:,2458,"42,50 Mill. €","1,18 Mill. €",,Blackburn,2015,42500000
0,Goalkeeper,2100,"1,15 Mill. €",383 Th. €,,Blackburn,2016,1150000
1,Defender,2421,"8,65 Mill. €",618 Th. €,,Blackburn,2016,8650000
2,Forward,2575,"8,00 Mill. €","1,00 Mill. €",,Blackburn,2016,8000000
3,Total:,2409,"26,65 Mill. €",784 Th. €,,Blackburn,2016,26650000
0,Goalkeeper,2267,400 Th. €,133 Th. €,,Blackburn,2017,400000
1,Defender,2331,"4,25 Mill. €",327 Th. €,,Blackburn,2017,4250000
2,Forward,2370,"7,10 Mill. €",710 Th. €,,Blackburn,2017,7100000
3,Total:,2308,"18,50 Mill. €",474 Th. €,,Blackburn,2017,18500000
0,Goalkeeper,2550,400 Th. €,200 Th. €,,Blackburn,2018,400000
1,Defender,2467,"3,55 Mill. €",394 Th. €,,Blackburn,2018,3550000
2,Forward,2750,"1,90 Mill. €",475 Th. €,,Blackburn,2018,1900000
3,Total:,2546,"11,05 Mill. €",460 Th. €,,Blackburn,2018,11050000
0,Goalkeeper,2667,"9,25 Mill. €","3,08 Mill. €",,Man United,2005,9250000
1,Defender,2358,"82,63 Mill. €","6,89 Mill. €",,Man United,2005,82630000
2,Forward,2250,"114,60 Mill. €","14,33 Mill. €",,Man United,2005,114600000
3,Total:,2385,"288,48 Mill. €","8,48 Mill. €",,Man United,2005,288480000
0,Goalkeeper,2633,"8,60 Mill. €","2,87 Mill. €",,Man United,2006,8600000
1,Defender,2300,"84,85 Mill. €","5,66 Mill. €",,Man United,2006,84850000
2,Forward,2438,"80,10 Mill. €","10,01 Mill. €",,Man United,2006,80100000
3,Total:,2347,"229,55 Mill. €","6,04 Mill. €",,Man United,2006,229550000
0,Goalkeeper,2650,"11,90 Mill. €","2,98 Mill. €",,Man United,2007,11900000
1,Defender,2433,"78,50 Mill. €","6,54 Mill. €",,Man United,2007,78500000
2,Forward,2100,"121,30 Mill. €","12,13 Mill. €",,Man United,2007,121300000
3,Total:,2346,"318,40 Mill. €","8,61 Mill. €",,Man United,2007,318400000
0,Goalkeeper,2500,"11,80 Mill. €","2,36 Mill. €",,Man United,2008,11800000
1,Defender,2315,"84,90 Mill. €","6,53 Mill. €",,Man United,2008,84900000
2,Forward,2160,"167,40 Mill. €","16,74 Mill. €",,Man United,2008,167400000
3,Total:,2290,"358,80 Mill. €","8,54 Mill. €",,Man United,2008,358800000
0,Goalkeeper,2750,"11,60 Mill. €","2,90 Mill. €",,Man United,2009,11600000
1,Defender,2450,"133,35 Mill. €","11,11 Mill. €",,Man United,2009,133350000
2,Forward,2136,"115,70 Mill. €","10,52 Mill. €",,Man United,2009,115700000
3,Total:,2398,"362,95 Mill. €","9,07 Mill. €",,Man United,2009,362950000
0,Goalkeeper,2825,"9,40 Mill. €","2,35 Mill. €",,Man United,2010,9400000
1,Defender,2508,"146,80 Mill. €","11,29 Mill. €",,Man United,2010,146800000
2,Forward,2227,"122,10 Mill. €","11,10 Mill. €",,Man United,2010,122100000
3,Total:,2414,"384,15 Mill. €","8,93 Mill. €",,Man United,2010,384150000
0,Goalkeeper,2425,"18,20 Mill. €","4,55 Mill. €",,Man United,2011,18200000
1,Defender,2220,"135,25 Mill. €","9,02 Mill. €",,Man United,2011,135250000
2,Forward,2310,"138,80 Mill. €","13,88 Mill. €",,Man United,2011,138800000
3,Total:,2356,"398,25 Mill. €","9,71 Mill. €",,Man United,2011,398250000
0,Goalkeeper,2250,"23,25 Mill. €","5,81 Mill. €",,Man United,2012,23250000
1,Defender,2385,"135,35 Mill. €","10,41 Mill. €",,Man United,2012,135350000
2,Forward,2233,"201,65 Mill. €","16,80 Mill. €",,Man United,2012,201650000
3,Total:,2371,"456,00 Mill. €","11,12 Mill. €",,Man United,2012,456000000
0,Goalkeeper,2350,"24,25 Mill. €","6,06 Mill. €",,Man United,2013,24250000
1,Defender,2555,"132,00 Mill. €","12,00 Mill. €",,Man United,2013,132000000
2,Forward,2192,"195,50 Mill. €","15,04 Mill. €",,Man United,2013,195500000
3,Total:,2454,"511,75 Mill. €","13,83 Mill. €",,Man United,2013,511750000
0,Goalkeeper,2600,"32,75 Mill. €","6,55 Mill. €",,Man United,2014,32750000
1,Defender,2200,"99,85 Mill. €","6,66 Mill. €",,Man United,2014,99850000
2,Forward,2400,"239,30 Mill. €","19,94 Mill. €",,Man United,2014,239300000
3,Total:,2388,"522,40 Mill. €","12,15 Mill. €",,Man United,2014,522400000
0,Goalkeeper,2400,"35,75 Mill. €","5,96 Mill. €",,Man United,2015,35750000
1,Defender,2100,"97,50 Mill. €","5,74 Mill. €",,Man United,2015,97500000
2,Forward,2178,"95,80 Mill. €","10,64 Mill. €",,Man United,2015,95800000
3,Total:,2252,"374,15 Mill. €","8,50 Mill. €",,Man United,2015,374150000
0,Goalkeeper,2267,"45,25 Mill. €","7,54 Mill. €",,Man United,2016,45250000
1,Defender,2285,"126,00 Mill. €","9,69 Mill. €",,Man United,2016,126000000
2,Forward,2278,"127,00 Mill. €","14,11 Mill. €",,Man United,2016,127000000
3,Total:,2343,"533,25 Mill. €","12,70 Mill. €",,Man United,2016,533250000
0,Goalkeeper,2525,"47,10 Mill. €","11,78 Mill. €",,Man United,2017,47100000
1,Defender,2400,"172,50 Mill. €","14,38 Mill. €",,Man United,2017,172500000
2,Forward,2538,"202,00 Mill. €","25,25 Mill. €",,Man United,2017,202000000
3,Total:,2506,"645,10 Mill. €","18,43 Mill. €",,Man United,2017,645100000
0,Goalkeeper,2875,"77,00 Mill. €","19,25 Mill. €",,Man United,2018,77000000
1,Defender,2442,"175,00 Mill. €","14,58 Mill. €",,Man United,2018,175000000
2,Forward,2383,"342,00 Mill. €","57,00 Mill. €",,Man United,2018,342000000
3,Total:,2561,"851,00 Mill. €","27,45 Mill. €",,Man United,2018,851000000
0,Goalkeeper,2950,"9,50 Mill. €","4,75 Mill. €",,Newcastle,2005,9500000
1,Defender,2525,"26,55 Mill. €","3,32 Mill. €",,Newcastle,2005,26550000
2,Forward,2586,"55,65 Mill. €","7,95 Mill. €",,Newcastle,2005,55650000
3,Total:,2521,"161,75 Mill. €","5,58 Mill. €",,Newcastle,2005,161750000
0,Goalkeeper,2700,"10,55 Mill. €","2,11 Mill. €",,Newcastle,2006,10550000
1,Defender,2427,"27,50 Mill. €","2,50 Mill. €",,Newcastle,2006,27500000
2,Forward,2250,"59,35 Mill. €","7,42 Mill. €",,Newcastle,2006,59350000
3,Total:,2446,"163,35 Mill. €","4,67 Mill. €",,Newcastle,2006,163350000
0,Goalkeeper,2525,"10,35 Mill. €","2,59 Mill. €",,Newcastle,2007,10350000
1,Defender,2627,"32,30 Mill. €","2,94 Mill. €",,Newcastle,2007,32300000
2,Forward,2286,"46,85 Mill. €","6,69 Mill. €",,Newcastle,2007,46850000
3,Total:,2497,"135,90 Mill. €","4,38 Mill. €",,Newcastle,2007,135900000
0,Goalkeeper,2625,"11,05 Mill. €","2,76 Mill. €",,Newcastle,2008,11050000
1,Defender,2440,"34,35 Mill. €","3,44 Mill. €",,Newcastle,2008,34350000
2,Forward,2291,"49,30 Mill. €","4,48 Mill. €",,Newcastle,2008,49300000
3,Total:,2376,"144,10 Mill. €","3,79 Mill. €",,Newcastle,2008,144100000
0,Goalkeeper,2350,"3,45 Mill. €",863 Th. €,,Newcastle,2009,3450000
1,Defender,2300,"26,50 Mill. €","1,89 Mill. €",,Newcastle,2009,26500000
2,Forward,2277,"15,20 Mill. €","1,17 Mill. €",,Newcastle,2009,15200000
3,Total:,2295,"79,55 Mill. €","1,81 Mill. €",,Newcastle,2009,79550000
0,Goalkeeper,2450,"3,45 Mill. €",863 Th. €,,Newcastle,2010,3450000
1,Defender,2480,"25,00 Mill. €","2,50 Mill. €",,Newcastle,2010,25000000
2,Forward,2355,"13,05 Mill. €","1,19 Mill. €",,Newcastle,2010,13050000
3,Total:,2368,"95,65 Mill. €","2,52 Mill. €",,Newcastle,2010,95650000
0,Goalkeeper,2540,"6,35 Mill. €","1,27 Mill. €",,Newcastle,2011,6350000
1,Defender,2318,"29,00 Mill. €","2,64 Mill. €",,Newcastle,2011,29000000
2,Forward,2463,"32,50 Mill. €","4,06 Mill. €",,Newcastle,2011,32500000
3,Total:,2386,"120,53 Mill. €","3,26 Mill. €",,Newcastle,2011,120530000
0,Goalkeeper,2650,"9,25 Mill. €","2,31 Mill. €",,Newcastle,2012,9250000
1,Defender,2343,"58,70 Mill. €","4,19 Mill. €",,Newcastle,2012,58700000
2,Forward,2388,"48,00 Mill. €","6,00 Mill. €",,Newcastle,2012,48000000
3,Total:,2362,"190,45 Mill. €","4,88 Mill. €",,Newcastle,2012,190450000
0,Goalkeeper,2400,"8,75 Mill. €","2,92 Mill. €",,Newcastle,2013,8750000
1,Defender,2354,"54,70 Mill. €","4,21 Mill. €",,Newcastle,2013,54700000
2,Forward,2438,"51,00 Mill. €","6,38 Mill. €",,Newcastle,2013,51000000
3,Total:,2384,"188,85 Mill. €","5,10 Mill. €",,Newcastle,2013,188850000
0,Goalkeeper,2300,"11,00 Mill. €","2,20 Mill. €",,Newcastle,2014,11000000
1,Defender,2346,"33,35 Mill. €","2,57 Mill. €",,Newcastle,2014,33350000
2,Forward,2167,"35,75 Mill. €","2,98 Mill. €",,Newcastle,2014,35750000
3,Total:,2288,"139,85 Mill. €","3,33 Mill. €",,Newcastle,2014,139850000
0,Goalkeeper,2450,"13,25 Mill. €","3,31 Mill. €",,Newcastle,2015,13250000
1,Defender,2315,"30,50 Mill. €","2,35 Mill. €",,Newcastle,2015,30500000
2,Forward,2323,"84,40 Mill. €","6,49 Mill. €",,Newcastle,2015,84400000
3,Total:,2364,"200,65 Mill. €","4,78 Mill. €",,Newcastle,2015,200650000
0,Goalkeeper,2520,"18,75 Mill. €","3,75 Mill. €",,Newcastle,2016,18750000
1,Defender,2313,"41,15 Mill. €","2,74 Mill. €",,Newcastle,2016,41150000
2,Forward,2362,"55,00 Mill. €","4,23 Mill. €",,Newcastle,2016,55000000
3,Total:,2334,"168,65 Mill. €","3,83 Mill. €",,Newcastle,2016,168650000
0,Goalkeeper,2625,"6,60 Mill. €","1,65 Mill. €",,Newcastle,2017,6600000
1,Defender,2436,"45,93 Mill. €","3,28 Mill. €",,Newcastle,2017,45930000
2,Forward,2360,"65,25 Mill. €","6,53 Mill. €",,Newcastle,2017,65250000
